,music,speed,dance,folk,country,classical,musical,pop,rock,metal,punk,hiphop,reggae,jazz,rockNroll,alternative,latino,techno,opera,movies,horror,thriller,comedy,romantic,scifi,war,fantasy,animated,documentary,western,action,flying,storm,darkness,heights,spiders,snakes,rats,ageing,dogs,speaking,history,psychology,politics,math,physics,internet,pc,economy,biology,chemistry,reading,geography,languages,medicine,law,cars,art,religion,outdoors,dancing,instruments,writing,activeSport,passiveSport,gardening,celebrities,shopping,science,theatre,funs,extremeSports,pets,age,height,weight,siblings,gender,hand,education,onlyChild,place,typeOfHouse,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,finances,shoppingCentres,brandedClothing,entertainment,looks,gadgets,healthyFood
247,5,3,3,2,1,4,5,3,5,2,3,3,4,5,3,5,4,2,1,5,1,1,5,5,2,3,4,5,5,1,2,1,2,4,4,2,2,1,5,1,3,3,2,1,1,2,3,1,3,5,4,5,5,5,5,3,1,4,1,5,5,2,1,2,5,3,3,4,3,4,5,4,1,22,165,68,2,female,right handed,college/bachelor degree,yes,city,block of flats,1,1,5,5,2,1,4,1,1,4,4,3,1,3,4,4,4,1,4,1,1,3,3,3,5,4,4,2,4,3,2,i am often running late,everytime it suits me,3,3,2,3,3,3,5,4,4,2,3,5,5,3,3,3,5,2,3,4,3,3,3,few hours a day,3,4,1,5,4,1,4
248,5,3,4,1,1,4,3,4,5,4,3,4,2,2,2,2,2,3,3,5,4,4,5,5,4,3,5,5,3,2,5,1,1,3,1,3,3,3,4,4,4,5,5,3,2,2,4,2,3,2,2,5,2,5,3,5,1,3,1,2,3,4,1,2,2,1,1,4,3,4,5,4,3,19,160,55,2,female,right handed,secondary school,no,city,block of flats,3,2,5,3,4,1,4,4,1,3,2,1,2,5,4,5,4,1,4,1,4,5,5,3,3,4,3,1,3,3,3,i am often running late,sometimes,3,2,4,4,3,4,4,3,4,4,4,5,3,3,4,3,3,4,3,5,4,4,1,few hours a day,3,4,5,4,5,4,5
249,5,3,3,4,4,4,4,5,5,4,4,2,2,4,4,4,5,2,4,5,4,4,5,3,5,3,5,5,5,2,5,3,1,1,1,5,2,2,3,3,5,4,4,2,1,1,5,3,1,5,5,3,3,2,5,1,1,2,5,5,3,3,3,5,3,2,1,4,4,3,5,5,5,19,165,55,3,female,right handed,secondary school,no,village,house/bungalow,3,1,1,1,3,3,5,5,1,5,5,3,1,5,5,5,5,1,5,1,5,5,4,3,3,3,3,5,3,1,3,i am often running late,everytime it suits me,3,3,3,3,3,3,4,4,2,2,,3,3,4,4,5,3,3,3,5,5,4,3,no time at all,3,4,3,3,3,3,3
250,5,3,3,2,1,2,2,4,3,2,2,4,4,2,2,2,4,2,1,5,3,5,5,5,4,2,2,2,2,2,3,3,5,4,2,1,1,2,3,3,2,1,1,2,1,1,4,3,4,1,1,5,2,4,1,1,1,1,2,4,3,1,2,5,3,1,4,5,1,3,5,4,1,20,176,63,0,female,right handed,secondary school,yes,city,block of flats,2,1,4,2,2,2,4,4,1,2,4,2,1,2,4,4,3,2,4,1,3,3,4,3,5,4,2,4,3,2,4,i am often early,sometimes,2,3,3,4,4,3,4,4,3,3,4,3,3,4,4,3,2,3,2,5,3,4,2,few hours a day,4,5,3,3,4,2,5
251,5,5,5,2,2,3,5,5,5,2,4,4,4,3,3,2,4,5,2,5,5,4,5,5,5,3,5,5,5,2,2,3,3,1,5,1,3,2,2,5,3,2,2,2,1,1,5,4,2,5,5,4,1,4,4,1,2,3,2,4,1,3,1,5,4,3,1,4,4,4,5,1,5,19,164,60,2,female,right handed,secondary school,no,village,house/bungalow,5,3,5,4,1,1,4,4,2,5,1,1,1,5,5,5,5,1,5,1,5,5,5,2,5,3,1,5,3,3,3,i am always on time,sometimes,1,3,3,5,3,2,2,5,5,3,3,5,5,3,5,5,3,3,4,5,3,3,3,few hours a day,3,5,1,4,3,1,4
252,5,2,2,2,3,3,3,4,5,1,2,2,1,3,2,5,4,2,4,5,2,2,5,5,4,4,5,5,4,3,4,5,3,3,2,4,1,3,3,3,2,3,4,2,1,1,5,4,2,1,1,5,3,5,2,1,2,2,2,4,3,3,5,5,3,5,3,5,3,3,5,2,5,20,155,44,0,female,right handed,secondary school,yes,village,house/bungalow,3,2,3,3,4,4,4,4,2,4,4,2,1,4,5,3,5,2,5,1,3,5,4,5,4,4,1,5,3,1,3,i am often early,sometimes,3,3,3,5,3,3,4,4,4,4,4,5,4,5,3,3,2,3,3,5,5,3,3,few hours a day,5,5,3,2,2,2,3
253,5,3,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,3,1,2,1,2,1,2,3,2,1,3,3,1,2,1,2,2,1,3,1,1,5,5,5,1,3,1,1,1,2,2,1,5,1,5,5,2,1,1,5,2,5,2,5,5,1,5,1,1,17,167,57,2,female,left handed,primary school,yes,city,block of flats,3,3,1,3,3,4,5,5,1,5,5,2,1,2,1,3,5,1,3,1,1,2,5,4,1,3,4,5,2,1,5,i am often early,never,5,4,2,5,3,3,3,5,5,1,2,5,5,5,3,3,3,3,1,2,3,2,5,few hours a day,3,1,1,1,5,3,3
254,5,3,5,3,2,2,5,5,3,1,1,4,2,1,5,2,5,3,2,5,1,2,5,5,1,5,5,2,3,1,4,1,1,1,2,5,4,3,1,1,1,2,4,3,2,1,5,3,4,1,1,2,1,2,5,3,3,1,1,3,1,1,1,4,1,3,5,5,1,2,5,1,5,23,171,59,2,female,right handed,secondary school,no,village,house/bungalow,2,5,5,1,3,1,5,4,1,5,3,1,1,3,5,4,5,1,5,1,5,5,5,5,4,5,2,4,3,1,5,i am often early,only to avoid hurting someone,3,5,3,4,3,3,3,5,2,3,5,2,1,5,3,5,3,5,3,1,5,3,3,few hours a day,3,4,1,3,3,1,3
255,5,3,2,5,4,5,5,3,5,4,3,3,3,4,4,4,5,1,4,5,1,3,4,4,2,1,5,5,5,4,2,1,2,1,4,3,2,1,1,5,3,2,5,1,2,2,4,2,1,4,4,5,3,5,4,1,1,4,5,5,3,5,5,3,5,1,1,1,4,5,5,4,3,20,158,50,2,female,right handed,secondary school,no,city,block of flats,1,2,4,4,5,2,4,5,1,5,4,1,1,5,5,4,3,3,4,2,2,5,5,3,4,4,2,4,3,1,4,i am often running late,never,4,1,3,2,3,3,4,5,5,,3,5,4,4,4,4,3,4,4,2,5,4,3,few hours a day,5,1,1,3,1,1,4
256,5,3,3,4,2,1,2,5,2,1,1,3,2,1,2,1,5,1,1,3,2,2,5,5,2,2,5,5,2,2,2,1,3,3,1,5,5,3,5,5,3,3,2,2,1,1,5,2,3,1,1,2,2,2,1,3,3,1,1,2,3,2,1,1,5,1,5,5,1,1,5,3,1,20,170,60,1,female,right handed,secondary school,no,city,block of flats,3,3,3,2,3,1,4,3,5,2,3,2,1,1,4,2,4,1,4,4,1,5,4,1,5,3,1,1,4,1,1,i am often early,only to avoid hurting someone,3,4,3,5,3,3,3,2,3,4,5,4,3,5,4,5,5,4,1,4,4,3,3,few hours a day,1,5,5,3,5,2,3
257,5,3,5,3,2,3,3,4,4,3,1,4,2,3,3,3,2,5,2,5,3,4,5,3,5,5,4,5,5,4,5,3,1,1,4,2,5,2,3,4,3,4,2,4,5,3,5,5,2,2,2,1,3,4,1,1,5,2,4,5,2,2,1,5,5,1,3,3,5,3,5,4,1,19,182,65,2,male,right handed,secondary school,no,city,block of flats,5,2,3,3,3,4,4,3,2,4,4,4,2,2,1,4,4,2,4,2,4,2,3,2,5,4,3,5,3,2,3,i am often running late,everytime it suits me,4,4,3,4,3,3,2,3,4,3,4,4,1,1,4,4,3,3,2,4,4,3,3,few hours a day,4,4,4,3,3,4,4
258,5,4,1,2,1,5,1,1,5,5,2,1,1,4,3,5,2,1,1,5,4,5,5,2,5,3,5,5,3,1,2,1,1,4,4,1,3,3,2,1,5,2,2,2,4,4,5,3,1,1,1,5,5,3,1,1,1,1,3,5,1,3,1,4,2,1,1,1,4,3,5,1,2,20,182,63,1,female,right handed,secondary school,yes,city,block of flats,3,1,1,1,4,1,3,5,1,5,3,2,2,5,5,1,5,1,5,1,1,5,3,2,5,3,3,3,3,1,1,i am always on time,sometimes,5,2,1,1,1,5,5,2,3,2,1,5,1,3,3,3,5,4,5,5,1,2,1,most of the day,4,1,1,5,1,1,5
259,2,3,3,3,3,2,2,3,4,2,2,2,1,3,5,2,5,1,5,3,1,1,5,1,1,4,3,1,5,1,1,1,1,1,3,1,1,1,1,5,1,5,4,4,1,2,2,2,2,4,3,5,4,4,3,4,4,2,3,5,1,2,2,5,2,1,1,1,3,5,5,1,1,19,175,72,4,male,right handed,secondary school,no,village,house/bungalow,4,5,3,4,2,4,3,3,1,5,3,1,1,3,4,5,5,5,5,1,1,5,5,3,3,5,5,5,4,3,4,i am always on time,only to avoid hurting someone,1,5,2,2,4,3,2,3,3,3,3,3,3,2,4,5,3,3,5,3,5,3,5,few hours a day,4,1,3,4,3,1,3
260,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,19,197,96,0,male,right handed,secondary school,yes,city,block of flats,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,i am often early,only to avoid hurting someone,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,few hours a day,3,3,3,3,3,3,3
261,5,3,4,2,3,2,2,5,2,1,2,2,1,1,1,1,3,1,1,5,5,4,5,5,4,1,4,5,3,1,4,2,1,3,3,3,3,2,5,4,3,3,2,4,4,2,5,5,5,2,1,5,1,5,1,4,2,3,2,5,5,4,5,2,5,4,4,5,2,2,5,3,5,18,170,50,1,female,right handed,secondary school,no,city,house/bungalow,3,3,5,4,2,2,3,4,4,3,2,1,4,2,3,4,5,2,4,2,3,5,4,4,2,5,4,5,3,1,3,i am often early,sometimes,2,2,5,5,2,3,4,3,3,4,4,4,3,4,3,3,2,3,3,5,5,3,3,few hours a day,2,5,4,3,5,3,4
262,5,4,3,4,2,5,4,2,5,2,1,3,3,5,3,5,2,3,4,4,1,2,3,3,3,3,4,4,5,3,3,3,2,1,2,4,5,3,1,4,4,3,5,4,3,2,3,3,2,2,2,5,3,5,3,3,1,4,2,5,3,5,5,4,1,4,1,3,3,4,4,1,3,19,165,55,1,female,right handed,secondary school,no,city,block of flats,2,4,4,5,5,2,3,4,5,3,4,3,5,3,4,5,4,2,4,3,2,4,3,5,4,3,5,2,3,3,3,i am often early,sometimes,3,3,4,5,4,3,4,4,5,5,4,3,5,4,3,2,2,3,5,5,4,4,3,few hours a day,3,3,2,3,3,2,5
263,5,5,5,2,2,2,4,5,4,2,2,4,3,2,4,3,5,3,2,5,4,2,5,4,3,2,4,5,1,1,3,1,1,4,2,4,1,4,1,2,1,1,4,2,3,2,3,2,3,4,1,3,3,5,2,4,3,3,1,2,2,1,3,5,4,2,2,5,1,3,5,2,3,15,176,53,3,female,right handed,secondary school,no,city,block of flats,2,1,3,1,2,1,3,5,5,2,1,1,5,4,4,3,5,1,4,1,1,2,1,1,5,1,3,1,4,1,5,i am often running late,only to avoid hurting someone,3,5,3,5,5,3,1,3,5,3,5,1,3,2,5,3,1,3,2,5,1,3,5,few hours a day,1,5,3,4,5,4,2
264,3,3,3,3,1,3,3,5,4,3,3,5,4,3,3,3,3,3,3,5,5,5,5,3,4,5,3,5,3,2,5,3,1,1,3,4,1,3,3,3,5,2,2,2,2,2,5,5,2,5,5,3,2,3,5,3,3,4,1,3,1,1,1,1,5,3,3,3,5,5,5,4,5,19,167,54,1,female,right handed,college/bachelor degree,no,village,house/bungalow,2,3,4,3,3,3,3,3,3,5,3,1,3,3,3,3,3,3,5,2,3,5,4,3,3,4,5,3,3,3,3,i am often running late,sometimes,3,3,3,3,3,3,3,4,4,3,3,5,5,4,4,4,3,3,3,5,4,3,3,few hours a day,3,1,1,1,1,1,3
265,5,3,3,2,1,2,3,5,2,1,1,4,3,3,2,1,1,1,1,5,3,3,5,5,4,2,2,2,2,1,3,1,2,3,1,4,3,1,1,2,3,1,1,1,2,1,5,5,1,2,2,3,1,3,2,2,1,1,1,1,1,1,1,3,1,1,3,4,1,2,5,1,5,15,170,49,1,female,right handed,secondary school,no,city,block of flats,1,1,1,1,3,2,3,4,5,5,3,1,1,1,1,1,3,5,3,3,3,5,5,3,5,3,3,3,3,1,3,i am always on time,sometimes,2,3,3,4,4,4,3,3,3,3,3,5,1,4,4,4,2,3,2,5,3,3,3,most of the day,5,5,3,3,3,2,3
266,5,3,3,3,2,3,3,4,4,1,1,2,2,4,3,1,4,1,2,5,2,3,5,5,3,3,4,4,3,2,2,1,5,4,1,3,3,2,1,3,3,3,3,1,4,3,4,4,4,3,1,5,5,5,2,1,3,3,1,4,3,2,1,2,4,3,3,4,3,3,5,4,4,19,168,72,1,female,right handed,secondary school,no,city,block of flats,3,2,5,4,5,2,4,5,3,3,4,3,3,4,4,5,4,1,4,2,4,3,5,4,5,3,4,2,4,2,3,i am often running late,sometimes,3,2,4,4,4,4,4,4,4,4,4,5,4,5,3,4,2,3,3,3,3,4,3,few hours a day,2,5,5,4,3,5,4
267,5,3,4,3,4,4,3,2,4,4,4,3,2,2,3,2,3,2,3,4,2,3,5,4,2,2,5,5,4,4,4,1,1,1,3,1,2,1,1,1,1,4,4,4,3,4,3,2,2,3,2,5,2,4,2,2,1,3,4,5,4,4,2,3,3,1,1,3,4,5,5,4,5,21,163,49,2,female,left handed,masters degree,no,city,house/bungalow,4,4,4,4,4,5,4,5,1,4,1,1,1,2,5,5,3,1,4,1,3,5,5,1,1,1,1,5,5,3,3,i am often early,never,4,4,2,4,4,3,2,3,3,3,3,3,3,1,5,5,3,3,5,2,4,2,3,few hours a day,3,4,3,3,3,3,4
268,5,3,3,2,1,2,2,5,2,1,1,2,3,3,3,2,5,1,2,4,1,1,5,5,4,2,5,5,5,2,3,1,2,4,2,5,4,2,5,4,3,1,2,2,5,3,5,2,1,5,5,1,1,4,3,1,1,1,1,4,5,1,1,5,2,4,2,5,4,1,5,3,5,19,152,47,2,female,right handed,college/bachelor degree,no,city,block of flats,2,5,3,2,5,1,5,4,3,3,4,2,1,3,5,4,5,1,5,2,4,5,5,2,2,5,5,1,3,3,5,i am often early,sometimes,2,5,5,4,3,3,2,4,4,4,4,5,4,5,3,4,3,3,3,2,4,3,3,few hours a day,4,3,3,3,4,3,4
269,5,3,3,1,2,4,4,3,5,3,4,1,1,1,3,2,4,2,4,5,4,4,4,3,3,4,4,4,4,2,3,1,1,1,1,2,2,2,2,4,3,3,3,3,2,2,3,2,1,5,4,5,3,5,5,4,1,2,5,4,1,2,2,1,1,2,1,2,5,2,4,3,3,17,158,57,1,female,right handed,secondary school,no,village,house/bungalow,2,2,3,4,4,3,3,4,2,4,3,3,4,4,3,4,4,2,3,2,2,4,3,3,2,2,3,4,2,2,2,i am often early,sometimes,2,3,4,3,3,2,4,4,2,3,2,2,5,3,4,3,2,3,4,3,2,2,4,few hours a day,4,2,1,2,2,4,4
270,5,3,3,2,1,1,3,4,5,4,5,5,5,5,5,5,3,2,1,5,3,3,5,4,2,2,5,5,5,2,5,2,4,4,5,5,5,4,5,5,4,3,5,3,1,1,5,4,2,2,1,4,4,4,2,2,1,2,1,2,1,1,1,1,1,1,5,5,2,5,5,1,5,23,165,70,1,female,right handed,college/bachelor degree,no,city,block of flats,4,2,5,4,5,2,3,5,1,5,2,2,5,5,1,4,5,2,4,2,2,5,5,3,5,3,2,1,3,2,3,i am often running late,only to avoid hurting someone,2,2,4,4,2,4,4,4,4,4,4,5,3,4,4,3,2,3,3,4,2,3,3,few hours a day,2,4,3,2,4,3,3
271,5,3,4,3,1,1,1,4,5,5,5,5,5,4,5,4,2,1,1,5,4,3,4,2,1,5,3,3,4,2,5,3,3,3,1,2,4,2,4,4,4,4,1,3,2,1,4,4,2,2,1,4,3,3,2,2,5,2,1,4,3,1,1,4,5,1,4,4,3,3,5,5,5,24,177,80,0,male,right handed,secondary school,yes,village,house/bungalow,4,3,1,2,4,3,4,4,1,5,3,2,5,4,3,2,3,1,4,2,4,5,5,2,5,4,2,4,3,3,4,i am often early,only to avoid hurting someone,3,5,2,3,3,4,2,5,3,4,4,4,3,4,4,4,4,4,2,4,4,3,2,less than an hour a day,4,4,4,4,4,3,5
272,5,3,2,4,3,5,3,2,5,5,5,2,5,4,3,5,2,1,5,5,3,2,5,2,2,4,3,5,5,1,2,1,1,3,2,2,1,2,5,2,4,3,4,2,3,2,3,1,1,5,5,5,3,4,5,1,1,5,3,5,1,1,2,1,2,2,1,2,4,5,5,1,5,19,170,55,1,female,right handed,secondary school,no,city,block of flats,1,2,1,5,3,3,3,3,2,4,4,3,4,4,5,3,3,3,4,1,3,5,5,3,5,4,4,4,3,3,1,i am often running late,sometimes,2,3,2,3,1,3,3,3,3,1,5,5,5,5,4,2,2,3,3,5,1,3,3,less than an hour a day,4,1,3,2,1,1,4
273,5,3,4,2,2,4,4,4,4,2,4,4,4,5,4,4,4,4,3,5,3,5,4,5,4,5,5,5,4,3,3,2,2,3,1,4,5,5,3,2,2,3,4,3,2,1,5,4,4,3,2,4,4,5,3,4,2,4,1,4,3,3,2,4,4,1,2,4,4,3,5,5,1,19,178,67,2,female,right handed,college/bachelor degree,no,city,block of flats,5,2,2,4,3,3,4,3,2,4,3,2,1,2,5,3,4,2,5,2,3,5,5,3,3,3,2,3,4,4,5,i am often running late,sometimes,4,5,4,3,3,4,2,5,5,1,4,2,4,2,4,5,3,4,5,5,4,4,2,few hours a day,3,4,4,4,3,4,3
274,5,4,5,3,3,2,2,4,3,1,1,4,3,2,4,1,3,2,1,4,3,3,5,4,1,2,3,4,5,2,2,1,3,5,5,4,4,5,5,5,2,5,5,5,1,1,3,3,3,1,1,4,2,2,2,5,4,3,1,5,4,2,4,2,4,5,1,1,4,4,5,3,4,22,170,60,0,female,right handed,secondary school,yes,city,house/bungalow,3,2,4,3,4,3,5,5,4,5,3,2,3,4,5,4,4,2,2,2,3,4,4,2,4,3,1,2,3,1,5,i am always on time,sometimes,3,4,3,3,4,3,1,2,3,4,4,3,2,4,4,4,4,3,3,5,4,2,3,few hours a day,4,3,1,3,3,4,4
275,5,3,3,3,4,4,5,3,4,4,3,2,2,4,3,3,5,4,3,5,4,3,5,4,5,3,5,5,4,3,4,1,1,3,5,4,1,1,3,2,2,5,5,4,2,2,5,5,3,2,2,5,3,5,2,3,3,5,3,2,3,2,5,4,2,2,4,5,4,5,5,1,2,20,170,70,1,female,right handed,college/bachelor degree,no,city,block of flats,5,1,3,4,3,1,2,3,1,4,3,5,5,1,5,4,5,2,5,2,3,5,3,4,5,3,5,4,3,2,3,i am often early,everytime it suits me,3,5,5,4,5,3,2,3,4,3,4,3,3,4,3,3,4,3,3,5,5,2,3,few hours a day,2,5,3,4,4,4,3
276,5,4,5,3,5,2,2,5,5,4,3,1,1,1,4,3,3,1,1,5,4,4,5,4,5,4,5,5,3,3,5,1,1,1,1,3,4,2,1,5,2,4,1,1,3,1,5,1,4,1,1,4,1,4,1,2,1,1,3,4,2,4,1,5,2,1,2,4,1,3,5,5,1,21,173,66,2,female,right handed,college/bachelor degree,no,village,house/bungalow,1,1,1,1,1,3,4,5,5,5,3,3,1,1,2,3,5,1,5,4,5,5,5,4,5,3,4,5,4,2,4,i am often running late,only to avoid hurting someone,4,5,3,4,3,1,5,5,5,2,3,2,3,4,3,3,1,4,5,4,4,3,,few hours a day,1,3,3,5,5,1,5
277,5,3,2,1,3,3,1,4,5,3,1,2,2,3,5,1,2,2,2,5,5,4,5,4,5,5,3,3,4,4,4,2,1,1,2,5,2,2,1,1,1,5,3,4,2,2,5,5,4,1,1,2,2,5,2,4,3,1,1,1,1,1,1,4,5,1,1,2,3,2,5,2,1,19,188,76,0,male,right handed,secondary school,yes,city,block of flats,2,4,5,5,4,5,5,5,1,5,4,1,2,3,5,3,3,3,5,2,2,3,4,4,2,2,2,2,4,1,3,i am often early,only to avoid hurting someone,3,4,3,5,4,3,3,4,4,2,4,4,3,2,4,4,3,3,2,3,3,3,3,few hours a day,4,5,4,3,4,4,3
278,5,4,3,5,2,4,3,3,4,2,3,5,5,2,3,5,4,3,3,5,4,4,5,2,5,3,5,5,5,3,5,1,1,1,1,1,1,1,3,1,3,4,3,3,3,3,5,3,2,5,5,5,5,4,3,2,4,3,2,5,2,1,1,1,5,5,3,2,5,2,5,5,5,19,180,85,2,male,right handed,secondary school,no,village,house/bungalow,4,1,1,1,5,5,5,4,5,4,4,1,5,4,5,5,5,1,3,1,1,3,4,3,4,1,5,5,5,1,5,i am always on time,only to avoid hurting someone,3,5,2,3,5,1,4,4,3,4,5,3,1,1,4,4,4,4,1,3,5,4,3,few hours a day,3,3,5,2,1,5,4
279,5,3,4,2,2,2,1,4,3,1,3,3,3,1,1,1,2,2,1,4,3,3,5,5,3,2,5,5,5,1,1,4,2,4,5,2,4,3,5,4,1,3,4,1,1,1,5,1,1,1,1,1,1,2,1,5,1,1,3,2,1,2,1,3,1,1,2,5,1,2,4,1,5,20,161,53,1,female,right handed,college/bachelor degree,no,city,block of flats,2,2,3,4,4,5,4,4,4,5,5,3,5,5,5,5,5,1,5,2,4,5,3,4,3,4,3,5,3,2,3,i am always on time,only to avoid hurting someone,2,5,4,5,4,4,1,5,5,5,5,3,1,5,4,4,3,3,1,3,2,3,4,few hours a day,3,5,5,5,5,2,5
280,5,3,4,2,1,3,4,2,5,5,3,2,3,2,2,4,5,5,2,4,1,1,5,5,3,1,3,4,3,2,4,3,2,3,1,5,1,1,1,1,1,3,4,2,1,2,4,2,2,3,1,3,1,3,3,2,2,3,3,4,5,4,5,5,5,1,2,5,2,5,4,3,4,18,178,69,1,female,right handed,secondary school,no,city,house/bungalow,2,1,1,2,3,1,1,4,3,4,1,1,5,2,4,5,5,2,5,1,5,5,5,5,5,1,3,5,2,2,4,i am often running late,never,3,2,5,4,4,3,1,2,5,4,3,3,3,5,2,5,3,3,3,5,5,3,2,few hours a day,3,5,2,4,4,4,4
281,5,3,4,2,3,4,1,2,4,4,5,4,4,5,5,2,5,3,2,4,1,4,5,2,3,3,4,1,5,5,5,1,1,2,5,2,1,1,3,4,3,2,3,3,1,4,4,3,1,5,5,2,4,4,5,1,4,3,1,4,3,5,1,5,1,1,1,2,4,2,5,1,5,19,178,74,1,male,right handed,secondary school,no,city,block of flats,2,4,5,5,3,3,4,4,5,5,4,2,4,5,5,5,5,1,3,4,2,3,5,4,3,2,4,1,4,2,3,i am often early,sometimes,2,1,3,4,4,3,3,4,2,4,4,3,3,4,3,4,2,3,3,4,4,3,2,few hours a day,2,1,4,4,2,1,1
282,5,3,1,1,2,1,2,3,2,1,1,1,2,1,2,2,3,1,1,3,3,4,5,2,1,1,3,3,1,1,2,3,4,3,3,5,5,5,3,2,5,1,3,2,1,1,4,1,5,2,1,1,1,3,1,1,4,1,1,4,1,1,1,2,1,1,2,4,2,3,4,1,5,20,165,50,2,female,right handed,secondary school,no,city,block of flats,3,4,4,4,5,2,4,3,2,3,3,1,2,3,1,5,5,4,5,1,5,5,5,3,3,4,2,3,3,2,3,i am often early,sometimes,3,3,3,4,1,3,1,5,3,4,5,5,3,3,4,3,3,3,5,3,3,3,1,less than an hour a day,4,3,3,3,4,3,4
283,5,3,4,2,3,3,2,4,4,2,4,4,3,5,3,2,3,3,2,5,2,4,4,4,3,4,3,3,5,4,4,1,4,1,2,1,5,1,1,2,2,2,2,2,5,3,5,5,4,3,2,1,3,4,3,2,3,2,1,4,2,2,1,5,5,3,2,2,5,3,4,5,1,22,187,91,1,male,right handed,secondary school,no,city,block of flats,3,3,2,4,3,4,5,5,3,3,3,1,2,2,4,1,5,1,2,1,1,3,4,1,4,3,1,3,3,2,5,i am often early,never,3,4,2,4,4,2,2,5,3,2,4,4,3,2,4,5,3,3,3,5,5,3,2,few hours a day,3,1,5,3,3,5,4
284,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,2,5,5,5,5,4,2,5,1,1,1,4,3,3,1,1,3,3,2,1,1,4,1,5,4,5,1,1,1,4,3,1,1,4,1,1,5,1,1,1,5,5,3,2,1,2,1,3,5,4,20,178,68,2,male,right handed,secondary school,no,city,block of flats,3,4,4,1,2,1,4,3,2,3,4,2,2,2,1,1,4,1,4,1,3,3,5,1,5,2,1,1,4,1,4,i am always on time,only to avoid hurting someone,2,5,2,4,4,3,3,5,3,2,4,4,3,1,5,5,3,4,3,2,5,3,1,most of the day,5,1,4,3,3,4,3
285,5,4,3,1,1,3,3,5,5,1,1,3,1,2,1,1,1,1,4,5,3,4,5,4,2,2,3,3,2,1,3,1,2,2,2,5,3,3,3,3,3,2,3,2,2,1,4,2,2,5,4,5,2,5,5,1,1,4,4,2,3,1,2,4,2,1,2,4,3,3,5,1,5,20,168,55,2,female,right handed,secondary school,no,city,block of flats,3,3,3,3,3,3,5,4,2,4,2,1,3,4,5,2,3,1,4,1,4,4,4,2,4,3,1,5,3,2,3,i am always on time,sometimes,4,4,3,5,4,3,3,5,4,3,4,5,1,3,4,4,3,4,4,4,5,3,3,few hours a day,4,4,3,3,3,2,4
286,5,3,3,2,2,4,3,4,4,1,3,5,5,3,3,4,4,1,1,5,4,4,5,3,3,4,4,4,4,1,4,5,5,3,3,4,5,4,3,3,3,4,4,1,1,1,4,4,2,2,1,3,3,5,2,2,4,5,1,5,2,1,1,3,5,2,3,5,3,4,5,2,5,27,168,55,1,female,right handed,masters degree,no,city,block of flats,3,3,3,5,3,3,5,5,2,4,4,2,1,2,4,3,4,5,5,2,5,5,5,3,3,3,2,4,4,2,3,i am often running late,only to avoid hurting someone,2,4,3,4,4,3,1,3,3,2,4,4,2,3,4,4,4,4,2,5,3,1,1,few hours a day,2,5,4,3,4,3,4
287,5,3,3,1,1,3,2,4,4,2,4,4,1,3,3,4,2,3,3,5,3,3,4,4,2,3,4,4,3,2,2,2,2,3,3,5,5,2,4,3,3,4,3,3,1,1,4,2,4,4,2,4,4,4,3,2,2,3,2,3,2,2,1,3,4,2,2,4,3,3,5,2,4,19,180,57,1,female,right handed,secondary school,yes,city,house/bungalow,4,4,4,3,3,2,3,4,2,3,3,3,2,3,4,4,4,2,3,2,3,4,3,3,3,4,4,3,4,3,3,i am always on time,only to avoid hurting someone,2,3,4,4,3,3,2,3,4,3,4,4,3,4,4,3,3,4,3,5,2,3,2,few hours a day,3,4,4,3,4,4,4
